escenario_actual,problema_detectado,evidencia_numerica,cambio_recomendado,efecto_esperado,prioridad,decision,scenario_base,tp,family,benchmark_split
C5_Library_Quiet__TP12_GroupToGroup,(sin flags),delivery=0.5951; overhead=39.7251; drops=0; encounters=229; std_base=0.27,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C5_Library_Quiet,TP12,02_campus,control
C6_EmergencyDrill_Evacuation__TP01_Baseline,(sin flags),delivery=0.5185; overhead=74.1429; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP01,02_campus,main
C6_EmergencyDrill_Evacuation__TP02_LowLoad,(sin flags),delivery=0.6471; overhead=60.0909; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP02,02_campus,main
C6_EmergencyDrill_Evacuation__TP03_ManySmall,(sin flags),delivery=0.5081; overhead=77.2128; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP03,02_campus,main
C6_EmergencyDrill_Evacuation__TP04_FewLarge,(sin flags),delivery=0.4828; overhead=79.1429; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP04,02_campus,stress
C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,(sin flags),delivery=0.5185; overhead=74.1429; drops=37.9383; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP05,02_campus,stress
C6_EmergencyDrill_Evacuation__TP06_OneToMany,(sin flags),delivery=0.4348; overhead=81.8; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP06,02_campus,stress
C6_EmergencyDrill_Evacuation__TP07_BurstWindow,(sin flags),delivery=0.5152; overhead=74.7059; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP07,02_campus,main
C6_EmergencyDrill_Evacuation__TP08_HubTarget,(sin flags),delivery=0.472; overhead=83.0132; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP08,02_campus,main
C6_EmergencyDrill_Evacuation__TP09_Bimodal,(sin flags),delivery=0.5208; overhead=72.94; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP09,02_campus,stress
C6_EmergencyDrill_Evacuation__TP11_ManyToOne,(sin flags),delivery=0.4037; overhead=97.7077; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP11,02_campus,stress
C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,(sin flags),delivery=0.525; overhead=74.4286; drops=0; encounters=357; std_base=0.0613,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,C6_EmergencyDrill_Evacuation,TP12,02_campus,control
V1_TaxiLow_HelsinkiMedium__TP01_Baseline,(sin flags),delivery=0.8887; overhead=4.3109; drops=1.8021; encounters=449; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP01,03_vehicles,main
V1_TaxiLow_HelsinkiMedium__TP02_LowLoad,(sin flags),delivery=0.9375; overhead=2.9556; drops=0; encounters=416; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP02,03_vehicles,main
V1_TaxiLow_HelsinkiMedium__TP03_ManySmall,(sin flags),delivery=0.6493; overhead=2.4633; drops=0; encounters=411; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP03,03_vehicles,main
V1_TaxiLow_HelsinkiMedium__TP04_FewLarge,(sin flags),delivery=0.2363; overhead=6; drops=2.1264; encounters=416; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP04,03_vehicles,stress
V1_TaxiLow_HelsinkiMedium__TP05_CriticalTTL,(sin flags),delivery=0.1959; overhead=2.5158; drops=1.4742; encounters=449; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP05,03_vehicles,stress
V1_TaxiLow_HelsinkiMedium__TP06_OneToMany,(sin flags),delivery=0.9113; overhead=5.7025; drops=3.5144; encounters=663; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP06,03_vehicles,stress
V1_TaxiLow_HelsinkiMedium__TP08_HubTarget,(sin flags),delivery=0.8784; overhead=15.2124; drops=12.9402; encounters=663; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP08,03_vehicles,main
V1_TaxiLow_HelsinkiMedium__TP09_Bimodal,(sin flags),delivery=0.846; overhead=10.3558; drops=8.8858; encounters=727; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP09,03_vehicles,stress
V1_TaxiLow_HelsinkiMedium__TP10_Storm,(sin flags),delivery=0.2739; overhead=2.5216; drops=1.6103; encounters=416; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP10,03_vehicles,stress
V1_TaxiLow_HelsinkiMedium__TP11_ManyToOne,(sin flags),delivery=0.8969; overhead=15.6023; drops=12.7629; encounters=663; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP11,03_vehicles,stress
V1_TaxiLow_HelsinkiMedium__TP12_GroupToGroup,(sin flags),delivery=0.5276; overhead=1.7984; drops=0.1636; encounters=416; std_base=0.3014,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V1_TaxiLow_HelsinkiMedium,TP12,03_vehicles,control
V2_TaxiHigh_HelsinkiMedium__TP05_CriticalTTL,(sin flags),delivery=0.3499; overhead=20.3373; drops=8.0849; encounters=19748; std_base=0.1958,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V2_TaxiHigh_HelsinkiMedium,TP05,03_vehicles,stress
V3_BusOnlyCarriers_HelsinkiMedium__TP01_Baseline,(sin flags),delivery=0.356; overhead=6.8786; drops=0; encounters=562; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP01,03_vehicles,main
V3_BusOnlyCarriers_HelsinkiMedium__TP02_LowLoad,(sin flags),delivery=0.3684; overhead=6.4857; drops=0; encounters=701; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP02,03_vehicles,main
V3_BusOnlyCarriers_HelsinkiMedium__TP03_ManySmall,(sin flags),delivery=0.4057; overhead=4.1268; drops=0; encounters=459; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP03,03_vehicles,main
V3_BusOnlyCarriers_HelsinkiMedium__TP04_FewLarge,(sin flags),delivery=0.3297; overhead=10.5667; drops=3.6154; encounters=638; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP04,03_vehicles,stress
V3_BusOnlyCarriers_HelsinkiMedium__TP05_CriticalTTL,(sin flags),delivery=0.0761; overhead=5.4865; drops=1.4095; encounters=562; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP05,03_vehicles,stress
V3_BusOnlyCarriers_HelsinkiMedium__TP06_OneToMany,(sin flags),delivery=0.2289; overhead=4.6081; drops=0.0794; encounters=675; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP06,03_vehicles,stress
V3_BusOnlyCarriers_HelsinkiMedium__TP07_BurstWindow,(sin flags),delivery=0.4105; overhead=6.1409; drops=0; encounters=54; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP07,03_vehicles,main
V3_BusOnlyCarriers_HelsinkiMedium__TP08_HubTarget,(sin flags),delivery=0.1206; overhead=96.9402; drops=9.5227; encounters=675; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP08,03_vehicles,main
V3_BusOnlyCarriers_HelsinkiMedium__TP09_Bimodal,(sin flags),delivery=0.3448; overhead=10.3532; drops=2.753; encounters=562; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP09,03_vehicles,stress
V3_BusOnlyCarriers_HelsinkiMedium__TP10_Storm,(sin flags),delivery=0.2607; overhead=3.8865; drops=1.9064; encounters=73; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP10,03_vehicles,stress
V3_BusOnlyCarriers_HelsinkiMedium__TP11_ManyToOne,(sin flags),delivery=0.1804; overhead=16.3371; drops=0; encounters=675; std_base=0.1365,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V3_BusOnlyCarriers_HelsinkiMedium,TP11,03_vehicles,stress
V4_CarOwnership_0_HelsinkiMedium__TP01_Baseline,(sin flags),delivery=0.4004; overhead=81.797; drops=0; encounters=32; std_base=0.2088,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V4_CarOwnership_0_HelsinkiMedium,TP01,03_vehicles,main
V4_CarOwnership_0_HelsinkiMedium__TP02_LowLoad,(sin flags),delivery=0.4688; overhead=75.1333; drops=0; encounters=3243; std_base=0.2088,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V4_CarOwnership_0_HelsinkiMedium,TP02,03_vehicles,main
V4_CarOwnership_0_HelsinkiMedium__TP03_ManySmall,(sin flags),delivery=0.3931; overhead=76.5298; drops=0; encounters=3233; std_base=0.2088,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V4_CarOwnership_0_HelsinkiMedium,TP03,03_vehicles,main
V4_CarOwnership_0_HelsinkiMedium__TP05_CriticalTTL,(sin flags),delivery=0.0122; overhead=93.5; drops=2.1301; encounters=32; std_base=0.2088,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V4_CarOwnership_0_HelsinkiMedium,TP05,03_vehicles,stress
V4_CarOwnership_0_HelsinkiMedium__TP07_BurstWindow,(sin flags),delivery=0.5109; overhead=83.9091; drops=0; encounters=3135; std_base=0.2088,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V4_CarOwnership_0_HelsinkiMedium,TP07,03_vehicles,main
V4_CarOwnership_0_HelsinkiMedium__TP11_ManyToOne,(sin flags),delivery=0.6299; overhead=46.1227; drops=0; encounters=3204; std_base=0.2088,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V4_CarOwnership_0_HelsinkiMedium,TP11,03_vehicles,stress
V5_CarOwnership_100_HelsinkiMedium__TP01_Baseline,(sin flags),delivery=0.3161; overhead=79.3203; drops=0; encounters=2084; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP01,03_vehicles,main
V5_CarOwnership_100_HelsinkiMedium__TP02_LowLoad,(sin flags),delivery=0.3684; overhead=87.4286; drops=0; encounters=2106; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP02,03_vehicles,main
V5_CarOwnership_100_HelsinkiMedium__TP03_ManySmall,(sin flags),delivery=0.2976; overhead=55.9307; drops=0; encounters=2093; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP03,03_vehicles,main
V5_CarOwnership_100_HelsinkiMedium__TP04_FewLarge,(sin flags),delivery=0.1638; overhead=93.7241; drops=10.6497; encounters=2072; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP04,03_vehicles,stress
V5_CarOwnership_100_HelsinkiMedium__TP05_CriticalTTL,(sin flags),delivery=0.0145; overhead=42.8571; drops=1.6157; encounters=2084; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP05,03_vehicles,stress
V5_CarOwnership_100_HelsinkiMedium__TP06_OneToMany,(sin flags),delivery=0.366; overhead=69.1746; drops=5.3876; encounters=2019; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP06,03_vehicles,stress
V5_CarOwnership_100_HelsinkiMedium__TP07_BurstWindow,(sin flags),delivery=0.41; overhead=71.8176; drops=0; encounters=2119; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP07,03_vehicles,main
V5_CarOwnership_100_HelsinkiMedium__TP08_HubTarget,(sin flags),delivery=0.3041; overhead=75.3085; drops=6.0124; encounters=2019; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP08,03_vehicles,main
V5_CarOwnership_100_HelsinkiMedium__TP09_Bimodal,(sin flags),delivery=0.2276; overhead=80.4318; drops=8.2569; encounters=2045; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP09,03_vehicles,stress
V5_CarOwnership_100_HelsinkiMedium__TP10_Storm,(sin flags),delivery=0.0397; overhead=66.7061; drops=3.4824; encounters=1983; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP10,03_vehicles,stress
V5_CarOwnership_100_HelsinkiMedium__TP11_ManyToOne,(sin flags),delivery=0.6196; overhead=27.2712; drops=0; encounters=2019; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP11,03_vehicles,stress
V5_CarOwnership_100_HelsinkiMedium__TP12_GroupToGroup,(sin flags),delivery=0.3865; overhead=61.5026; drops=0; encounters=2045; std_base=0.1661,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,V5_CarOwnership_100_HelsinkiMedium,TP12,03_vehicles,control
R12_SpeedExtremeHigh__TP01_Baseline,(sin flags),delivery=0.8824; overhead=35.5619; drops=0; encounters=1844; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP01,04_rural,main
R12_SpeedExtremeHigh__TP03_ManySmall,(sin flags),delivery=0.7298; overhead=9.9248; drops=0; encounters=189; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP03,04_rural,main
R12_SpeedExtremeHigh__TP04_FewLarge,(sin flags),delivery=0.3408; overhead=11.6721; drops=0.2402; encounters=1813; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP04,04_rural,stress
R12_SpeedExtremeHigh__TP05_CriticalTTL,(sin flags),delivery=0.021; overhead=28.2; drops=1.5861; encounters=1844; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP05,04_rural,stress
R12_SpeedExtremeHigh__TP06_OneToMany,(sin flags),delivery=0.7072; overhead=20.7434; drops=0.0866; encounters=1776; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP06,04_rural,stress
R12_SpeedExtremeHigh__TP08_HubTarget,(sin flags),delivery=0.7897; overhead=19.9739; drops=0.1845; encounters=1776; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP08,04_rural,main
R12_SpeedExtremeHigh__TP09_Bimodal,(sin flags),delivery=0.6777; overhead=22.7943; drops=0; encounters=1822; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP09,04_rural,stress
R12_SpeedExtremeHigh__TP10_Storm,(sin flags),delivery=0.2386; overhead=4.9299; drops=2.0518; encounters=1858; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP10,04_rural,stress
R12_SpeedExtremeHigh__TP11_ManyToOne,(sin flags),delivery=0.7763; overhead=20.0066; drops=0; encounters=1776; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP11,04_rural,stress
R12_SpeedExtremeHigh__TP12_GroupToGroup,(sin flags),delivery=0.9018; overhead=33.0363; drops=0; encounters=1785; std_base=0.3071,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R12_SpeedExtremeHigh,TP12,04_rural,control
R2_VillagesTrails_ThreeClusters__TP01_Baseline,(sin flags),delivery=0.2259; overhead=38.4722; drops=0; encounters=271; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP01,04_rural,main
R2_VillagesTrails_ThreeClusters__TP02_LowLoad,(sin flags),delivery=0.2371; overhead=34.913; drops=0; encounters=259; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP02,04_rural,main
R2_VillagesTrails_ThreeClusters__TP03_ManySmall,(sin flags),delivery=0.2359; overhead=34.6958; drops=0; encounters=261; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP03,04_rural,main
R2_VillagesTrails_ThreeClusters__TP04_FewLarge,(sin flags),delivery=0.1492; overhead=78.5556; drops=9.326; encounters=267; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP04,04_rural,stress
R2_VillagesTrails_ThreeClusters__TP05_CriticalTTL,(sin flags),delivery=0.0042; overhead=23; drops=1.09; encounters=271; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP05,04_rural,stress
R2_VillagesTrails_ThreeClusters__TP06_OneToMany,(sin flags),delivery=0.2454; overhead=34.3866; drops=0.0794; encounters=259; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP06,04_rural,stress
R2_VillagesTrails_ThreeClusters__TP07_BurstWindow,(sin flags),delivery=0.2727; overhead=39.3333; drops=0; encounters=292; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP07,04_rural,main
R2_VillagesTrails_ThreeClusters__TP08_HubTarget,(sin flags),delivery=0.1814; overhead=45.3352; drops=0; encounters=259; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP08,04_rural,main
R2_VillagesTrails_ThreeClusters__TP09_Bimodal,(sin flags),delivery=0.2205; overhead=60.2598; drops=7.5885; encounters=271; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP09,04_rural,stress
R2_VillagesTrails_ThreeClusters__TP10_Storm,(sin flags),delivery=0.0507; overhead=32.2949; drops=2.4922; encounters=269; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP10,04_rural,stress
R2_VillagesTrails_ThreeClusters__TP11_ManyToOne,(sin flags),delivery=0.2515; overhead=32.6598; drops=0; encounters=259; std_base=0.0993,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R2_VillagesTrails_ThreeClusters,TP11,04_rural,stress
R4_ParkRangers_HelsinkiMedium__TP01_Baseline,(sin flags),delivery=0.5364; overhead=0.938; drops=0; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP01,04_rural,main
R4_ParkRangers_HelsinkiMedium__TP02_LowLoad,(sin flags),delivery=0.5208; overhead=1.04; drops=0; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP02,04_rural,main
R4_ParkRangers_HelsinkiMedium__TP03_ManySmall,(sin flags),delivery=0.5278; overhead=0.8329; drops=0; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP03,04_rural,main
R4_ParkRangers_HelsinkiMedium__TP04_FewLarge,(sin flags),delivery=0.3536; overhead=5.9531; drops=2.8066; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP04,04_rural,stress
R4_ParkRangers_HelsinkiMedium__TP05_CriticalTTL,(sin flags),delivery=0.0894; overhead=1.1163; drops=1.0936; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP05,04_rural,stress
R4_ParkRangers_HelsinkiMedium__TP06_OneToMany,(sin flags),delivery=0.4814; overhead=1.06; drops=0.1258; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP06,04_rural,stress
R4_ParkRangers_HelsinkiMedium__TP07_BurstWindow,(sin flags),delivery=0.7923; overhead=0.8897; drops=0; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP07,04_rural,main
R4_ParkRangers_HelsinkiMedium__TP08_HubTarget,(sin flags),delivery=0.5347; overhead=0.9351; drops=0.099; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP08,04_rural,main
R4_ParkRangers_HelsinkiMedium__TP09_Bimodal,(sin flags),delivery=0.4508; overhead=4.9579; drops=2.6891; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP09,04_rural,stress
R4_ParkRangers_HelsinkiMedium__TP10_Storm,(sin flags),delivery=0.1732; overhead=1.6; drops=1.1988; encounters=25; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP10,04_rural,stress
R4_ParkRangers_HelsinkiMedium__TP11_ManyToOne,(sin flags),delivery=0.7206; overhead=0.5937; drops=0; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP11,04_rural,stress
R4_ParkRangers_HelsinkiMedium__TP12_GroupToGroup,(sin flags),delivery=0.499; overhead=0.9098; drops=0.002; encounters=43; std_base=0.1975,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R4_ParkRangers_HelsinkiMedium,TP12,04_rural,control
R6_SparseLongRange__TP01_Baseline,(sin flags),delivery=0.0433; overhead=17.6667; drops=0; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP01,04_rural,main
R6_SparseLongRange__TP02_LowLoad,(sin flags),delivery=0.0208; overhead=35.5; drops=0; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP02,04_rural,main
R6_SparseLongRange__TP03_ManySmall,(sin flags),delivery=0.0636; overhead=14.5493; drops=0; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP03,04_rural,main
R6_SparseLongRange__TP04_FewLarge,(sin flags),delivery=0.033; overhead=21.5; drops=0.2747; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP04,04_rural,stress
R6_SparseLongRange__TP05_CriticalTTL,(sin flags),delivery=0.0021; overhead=17; drops=1.0289; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP05,04_rural,stress
R6_SparseLongRange__TP06_OneToMany,(sin flags),delivery=0.0969; overhead=16.4149; drops=0.0794; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP06,04_rural,stress
R6_SparseLongRange__TP07_BurstWindow,(sin flags),delivery=0.0904; overhead=18.3529; drops=0; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP07,04_rural,main
R6_SparseLongRange__TP08_HubTarget,(sin flags),delivery=0.067; overhead=10.8308; drops=0; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP08,04_rural,main
